id_ticket,id_producto,precio,unidades
451943,52,7.99,2
451943,131,7.99,2
451943,58,6.1,2
451944,67,7.52,2
451944,94,3.07,2
451944,31,7.14,1
451945,176,2.13,2
451945,6,8.47,2
451945,47,6.58,2
451946,13,10.36,1
451946,91,2.79,2
451946,59,6.58,2
451947,106,0.95,1
451947,13,10.36,1
451947,19,7.52,1
451948,87,2.79,2
451948,168,2.32,1
451948,183,3.55,3
451949,137,2.79,1
451949,40,5.63,1
451949,143,0.47,1
451950,40,5.63,3
451950,70,6.86,1
451950,40,5.63,3
451951,109,3.26,1
451951,62,6.58,1
451951,85,3.26,1
451952,89,2.79,1
451952,52,7.99,1
451952,86,3.74,2
451953,158,1.7,1
451953,61,4.68,1
451954,70,6.86,1
451954,24,8.28,2
451955,147,0.47,1
451955,105,0.95,2
451955,157,0.95,2
451956,108,2.6,2
451956,48,11.31,2
451957,114,3.55,2
451957,58,6.1,1
451957,4,9.89,1
451958,15,9.41,2
451958,166,2.6,1
451958,184,5.44,1
451959,43,3.97,1
451959,74,5.63,1
451959,48,11.31,3
451960,39,7.52,2
451960,158,1.7,1
451961,108,2.6,2
451961,103,2.79,1
451961,32,7.52,2
451962,13,10.36,2
451962,23,9.41,4
451962,46,8.47,1
451963,67,7.52,2
451963,150,2.6,2
451963,115,3.55,2
451964,129,9.41,1
451964,99,3.07,1
451964,113,3.74,1
451965,92,2.79,1
451965,106,0.95,1
451966,184,5.44,2
451966,28,8.47,1
451966,63,4.97,1
451967,81,5.16,1
451967,167,2.13,2
451967,78,1.14,1
451968,83,3.74,2
451968,38,7.14,2
451969,124,4.21,2
451969,86,3.74,3
451969,102,2.79,1
451970,87,2.79,1
451970,71,5.44,1
451970,182,2.6,1
451971,22,5.63,3
451971,61,4.68,1
451971,71,5.44,1
451972,4,9.89,1
451972,18,9.41,1
451972,2,8.47,3
451973,90,2.79,3
451973,135,8.47,1
451974,126,2.79,2
451974,48,11.31,1
451974,84,5.16,1
451975,3,12.25,1
451975,129,9.41,2
451975,5,10.36,1
451976,150,2.6,4
451976,84,5.16,1
451976,110,2.79,3
451977,3,12.25,1
451977,81,5.16,2
451977,130,9.41,2
451978,145,0.47,2
451978,133,4.68,3
451979,176,2.13,2
451979,70,6.86,1
451980,37,7.52,1
451980,177,2.32,1
451981,157,0.95,1
451981,69,6.1,3
451981,72,7.81,2
451982,88,2.79,2
451982,63,4.97,2
451982,140,3.26,2
451983,111,2.6,2
451983,98,3.07,1
451983,73,5.16,1
451984,182,2.6,2
451984,6,8.47,1
451985,38,7.14,2
451985,17,7.14,1
451985,177,2.32,1
451986,57,7.99,1
451986,125,3.26,3
451986,127,2.6,2
451987,60,5.16,3
451987,98,3.07,1
451988,136,9.41,2
451988,44,3.97,1
451989,182,2.6,1
451989,91,2.79,1
451989,181,2.6,4
451990,153,2.6,2
451990,53,6.58,2
451990,28,8.47,3
451991,110,2.79,1
451991,18,9.41,1
451992,109,3.26,1
451992,182,2.6,1
451993,136,9.41,2
451993,22,5.63,2
451994,141,2.79,1
451994,108,2.6,4
451994,175,2.6,2
451995,7,11.31,1
451995,81,5.16,2
451996,12,6.58,1
451996,27,7.81,2
451996,94,3.07,1
451997,12,6.58,2
451997,138,3.74,2
451998,65,1.42,2
451998,181,2.6,2
451998,32,7.52,2
451999,134,4.68,1
451999,107,2.79,1
451999,77,4.68,2
452000,91,2.79,2
452000,180,2.32,1
452001,118,9.41,2
452001,133,4.68,3
452002,33,7.52,1
452002,168,2.32,2
452002,22,5.63,2
452003,30,8.47,2
452003,42,3.97,2
452004,144,0.47,1
452004,155,2.6,4
452005,78,1.14,1
452005,102,2.79,1
452006,19,7.52,1
452006,6,8.47,3
452006,169,2.6,1
452007,177,2.32,1
452007,65,1.42,1
452008,105,0.95,2
452008,177,2.32,3
452009,76,5.16,2
452009,100,3.07,1
452009,121,6.39,1
452010,71,5.44,1
452010,73,5.16,2
452010,20,7.14,3
452011,94,3.07,1
452011,64,4.68,2
452011,2,8.47,3
452012,87,2.79,1
452012,181,2.6,2
452012,51,6.58,1
452013,173,2.13,1
452013,153,2.6,1
452013,61,4.68,1
452014,64,4.68,1
452014,72,7.81,1
452015,29,7.52,2
452015,167,2.13,1
452015,121,6.39,1
452016,17,7.14,1
452016,177,2.32,2
452016,26,8.75,2
452017,151,2.37,1
452017,135,8.47,1
452017,131,7.99,2
452018,74,5.63,2
452018,167,2.13,3
452018,45,3.97,2
452019,100,3.07,1
452019,69,6.1,1
452019,111,2.6,1
452020,81,5.16,2
452020,63,4.97,2
452021,158,1.7,1
452021,23,9.41,1
452021,131,7.99,2
452022,121,6.39,3
452022,127,2.6,1
452022,54,6.58,2
452023,22,5.63,1
452023,182,2.6,3
452023,57,7.99,1
452024,65,1.42,1
452024,177,2.32,2
452024,68,6.58,2
452025,30,8.47,2
452025,182,2.6,2
452026,179,2.13,1
452026,168,2.32,1
452026,62,6.58,2
452027,37,7.52,1
452027,172,2.6,1
452028,105,0.95,1
452028,117,3.74,3
452028,17,7.14,1
452029,44,3.97,1
452029,23,9.41,3
452029,170,2.13,1
452030,183,3.55,2
452030,165,2.32,2
452031,80,5.16,2
452031,76,5.16,1
452032,183,3.55,1
452032,2,8.47,2
452033,32,7.52,2
452033,144,0.47,2
452033,15,9.41,2
452034,135,8.47,2
452034,77,4.68,2
452035,4,9.89,2
452035,27,7.81,2
452036,116,2.79,3
452036,24,8.28,2
452036,104,0.95,1
452037,42,3.97,2
452037,86,3.74,1
452038,93,2.79,1
452038,38,7.14,2
452038,24,8.28,2
452039,81,5.16,2
452039,71,5.44,1
452039,171,2.32,2
452040,174,2.32,1
452040,166,2.6,3
452040,74,5.63,1
452041,78,1.14,3
452041,179,2.13,1
452042,68,6.58,1
452042,103,2.79,2
452042,125,3.26,2
452043,96,3.07,3
452043,92,2.79,1
452043,121,6.39,1
452044,145,0.47,3
452044,28,8.47,1
452045,51,6.58,1
452045,181,2.6,1
452045,78,1.14,2
452046,134,4.68,2
452046,55,5.16,1
452047,105,0.95,2
452047,6,8.47,2
452047,58,6.1,1
452048,9,9.41,2
452048,127,2.6,1
452048,67,7.52,1
452049,128,3.26,1
452049,1,10.36,2
452049,62,6.58,2
452050,175,2.6,2
452050,27,7.81,2
452051,51,6.58,2
452051,37,7.52,1
452051,112,3.26,3
452052,139,6.39,1
452052,68,6.58,1
452053,15,9.41,2
452053,112,3.26,2
452053,14,8.47,1
452054,12,6.58,2
452054,170,2.13,2
452054,141,2.79,2
452055,125,3.26,1
452055,161,2.32,2
452056,143,0.47,1
452056,67,7.52,2
452056,169,2.6,1
452057,162,2.13,1
452057,114,3.55,2
452057,102,2.79,1
452058,60,5.16,2
452058,11,11.31,1
452058,25,8.47,3
452059,31,7.14,2
452059,45,3.97,1
452059,1,10.36,1
452060,1,10.36,1
452060,54,6.58,2
452061,183,3.55,1
452061,92,2.79,2
452061,125,3.26,1
452062,181,2.6,2
452062,44,3.97,2
452063,182,2.6,1
452063,37,7.52,1
452064,152,2.6,1
452064,3,12.25,1
452064,7,11.31,3
452065,115,3.55,1
452065,100,3.07,3
452066,145,0.47,1
452066,147,0.47,1
452067,111,2.6,2
452067,93,2.79,1
452067,44,3.97,2
452068,41,6.58,2
452068,100,3.07,1
452068,177,2.32,1
452069,155,2.6,2
452069,131,7.99,2
452069,173,2.13,1
452070,124,4.21,2
452070,58,6.1,1
452071,165,2.32,2
452071,79,3.74,1
452071,36,7.52,2
452072,56,7.99,2
452072,10,7.52,1
452072,64,4.68,1
452073,89,2.79,1
452073,40,5.63,2
452073,23,9.41,2
452074,168,2.32,1
452074,50,8.47,1
452074,133,4.68,1
452075,104,0.95,1
452075,5,10.36,1
452075,157,0.95,1
452076,184,5.44,3
452076,116,2.79,2
452076,80,5.16,2
452077,8,9.41,1
452077,49,8.94,1
452078,24,8.28,3
452078,74,5.63,2
452078,5,10.36,2
452079,179,2.13,2
452079,166,2.6,1
452079,108,2.6,3
452080,86,3.74,2
452080,57,7.99,2
452080,124,4.21,3
452081,98,3.07,2
452081,154,2.6,3
452081,161,2.32,2
452082,166,2.6,1
452082,103,2.79,1
452083,26,8.75,1
452083,112,3.26,1
452084,65,1.42,2
452084,134,4.68,1
452084,45,3.97,1
452085,55,5.16,1
452085,26,8.75,1
452085,48,11.31,2
452086,156,0.95,2
452086,59,6.58,1
452087,125,3.26,2
452087,34,7.33,1
452088,38,7.14,2
452088,22,5.63,1
452088,94,3.07,1
452089,180,2.32,1
452089,3,12.25,2
452089,124,4.21,3
452090,19,7.52,2
452090,182,2.6,2
452090,160,2.13,2
452091,73,5.16,1
452091,103,2.79,1
452092,92,2.79,2
452092,54,6.58,1
452092,170,2.13,1
452093,142,2.6,1
452093,93,2.79,2
452093,12,6.58,1
452094,89,2.79,1
452094,38,7.14,2
452094,155,2.6,2
452095,153,2.6,2
452095,142,2.6,1
452095,108,2.6,1
452096,43,3.97,1
452096,106,0.95,3
452096,135,8.47,1
452097,19,7.52,1
452097,76,5.16,1
452097,62,6.58,2
452098,168,2.32,2
452098,160,2.13,1
452098,147,0.47,1
452099,71,5.44,2
452099,4,9.89,1
452100,172,2.6,2
452100,92,2.79,2
452100,146,0.47,2
452101,8,9.41,1
452101,41,6.58,3
452101,50,8.47,2
452102,127,2.6,2
452102,40,5.63,3
452102,134,4.68,2
452103,30,8.47,1
452103,58,6.1,1
452103,1,10.36,1
452104,55,5.16,1
452104,141,2.79,1
452105,74,5.63,2
452105,17,7.14,2
452105,93,2.79,1
452106,94,3.07,2
452106,140,3.26,2
452107,89,2.79,2
452107,42,3.97,2
452107,141,2.79,2
452108,77,4.68,2
452108,51,6.58,1
452108,66,2.32,1
452109,68,6.58,2
452109,143,0.47,1
452110,154,2.6,2
452110,5,10.36,2
452110,146,0.47,2
452111,182,2.6,2
452111,109,3.26,3
452111,128,3.26,1
452112,178,2.6,2
452112,128,3.26,3
452112,112,3.26,1
452113,144,0.47,2
452113,23,9.41,1
452113,91,2.79,3
452114,81,5.16,3
452114,16,7.52,2
452114,96,3.07,1
452115,14,8.47,1
452115,109,3.26,3
452115,97,3.07,2
452116,45,3.97,1
452116,72,7.81,2
452116,60,5.16,1
452117,182,2.6,2
452117,5,10.36,1
452117,100,3.07,2
452118,119,3.74,1
452118,168,2.32,3
452119,97,3.07,4
452119,49,8.94,1
452120,75,4.68,2
452120,117,3.74,3
452121,17,7.14,1
452121,170,2.13,1
452121,88,2.79,1
452122,164,2.13,3
452122,80,5.16,2
452122,74,5.63,3
452123,168,2.32,1
452123,84,5.16,1
452123,167,2.13,1
452124,35,7.52,1
452124,181,2.6,2
452124,68,6.58,2
452125,177,2.32,2
452125,106,0.95,1
452126,49,8.94,1
452126,43,3.97,1
452127,159,2.13,1
452127,84,5.16,1
452127,61,4.68,1
452128,153,2.6,2
452128,67,7.52,2
452129,84,5.16,3
452129,127,2.6,1
452130,100,3.07,1
452130,31,7.14,1
452130,87,2.79,2
452131,78,1.14,2
452131,82,5.16,1
452132,98,3.07,2
452132,60,5.16,1
452132,12,6.58,1
452133,85,3.26,3
452133,102,2.79,1
452134,175,2.6,1
452134,141,2.79,2
452135,144,0.47,1
452135,140,3.26,2
452135,38,7.14,3
452136,117,3.74,2
452136,47,6.58,1
452137,53,6.58,1
452137,22,5.63,1
452137,3,12.25,1
452138,107,2.79,2
452138,92,2.79,2
452138,169,2.6,1
452139,24,8.28,1
452139,93,2.79,1
452140,124,4.21,2
452140,78,1.14,1
452141,88,2.79,1
452141,98,3.07,1
452141,88,2.79,1
452142,87,2.79,2
452142,61,4.68,1
452142,164,2.13,1
452143,96,3.07,2
452143,55,5.16,2
452143,1,10.36,1
452144,34,7.33,1
452144,132,7.99,2
452144,119,3.74,1
452145,54,6.58,2
452145,184,5.44,1
452145,136,9.41,2
452146,179,2.13,2
452146,118,9.41,2
452146,120,2.79,1
452147,72,7.81,2
452147,119,3.74,1
452147,183,3.55,1
452148,96,3.07,3
452148,182,2.6,2
452148,69,6.1,2
452149,78,1.14,1
452149,60,5.16,1
452149,178,2.6,1
452150,59,6.58,3
452150,90,2.79,1
452151,106,0.95,1
452151,91,2.79,1
452151,142,2.6,2
452152,50,8.47,1
452152,181,2.6,2
452153,1,10.36,1
452153,121,6.39,2
452153,88,2.79,1
452154,116,2.79,2
452154,110,2.79,2
452154,117,3.74,1
452155,48,11.31,2
452155,82,5.16,3
452155,151,2.37,1
452156,170,2.13,2
452156,117,3.74,1
452157,71,5.44,1
452157,67,7.52,4
452157,21,6.58,3
452158,29,7.52,1
452158,127,2.6,1
452159,146,0.47,3
452159,57,7.99,1
452159,101,2.79,2
452160,14,8.47,1
452160,39,7.52,1
452161,78,1.14,1
452161,162,2.13,2
452161,179,2.13,2
452162,140,3.26,3
452162,89,2.79,1
452162,5,10.36,1
452163,5,10.36,2
452163,48,11.31,1
452163,86,3.74,1
452164,156,0.95,1
452164,41,6.58,1
452165,86,3.74,1
452165,32,7.52,1
452166,13,10.36,1
452166,80,5.16,1
452167,51,6.58,2
452167,166,2.6,1
452167,125,3.26,1
452168,67,7.52,1
452168,13,10.36,2
452168,22,5.63,3
452169,54,6.58,2
452169,181,2.6,1
452169,155,2.6,1
452170,91,2.79,2
452170,164,2.13,1
452170,84,5.16,1
452171,46,8.47,3
452171,99,3.07,3
452171,163,1.66,1
452172,86,3.74,2
452172,92,2.79,1
452172,144,0.47,2
452173,90,2.79,2
452173,131,7.99,1
452173,68,6.58,2
452174,92,2.79,1
452174,111,2.6,1
452174,71,5.44,2
452175,106,0.95,1
452175,132,7.99,1
452175,22,5.63,2
452176,87,2.79,1
452176,133,4.68,2
452176,151,2.37,1
452177,107,2.79,1
452177,154,2.6,3
452177,162,2.13,1
452178,79,3.74,3
452178,8,9.41,1
452179,93,2.79,1
452179,47,6.58,1
452179,137,2.79,1
452180,144,0.47,3
452180,151,2.37,2
452180,61,4.68,1
452181,162,2.13,2
452181,53,6.58,3
452181,142,2.6,2
452182,95,3.07,1
452182,104,0.95,3
452183,54,6.58,3
452183,87,2.79,2
452183,16,7.52,1
452184,119,3.74,2
452184,128,3.26,1
452185,130,9.41,2
452185,76,5.16,1
452185,178,2.6,1
452186,56,7.99,1
452186,71,5.44,1
452186,121,6.39,3
452187,6,8.47,1
452187,27,7.81,1
452187,128,3.26,2
452188,76,5.16,1
452188,60,5.16,2
452189,180,2.32,2
452189,138,3.74,1
452189,111,2.6,1
452190,132,7.99,2
452190,125,3.26,3
452190,45,3.97,2
452191,13,10.36,3
452191,47,6.58,1
452192,95,3.07,1
452192,26,8.75,1
452193,12,6.58,3
452193,91,2.79,2
452194,24,8.28,2
452194,46,8.47,1
452194,64,4.68,2
452195,145,0.47,1
452195,152,2.6,1
452195,52,7.99,2
452196,110,2.79,3
452196,69,6.1,1
452197,96,3.07,2
452197,155,2.6,3
452197,108,2.6,1
452198,141,2.79,1
452198,7,11.31,1
452199,57,7.99,2
452199,95,3.07,1
452199,42,3.97,2
452200,79,3.74,1
452200,179,2.13,2
452200,79,3.74,1
452201,84,5.16,1
452201,31,7.14,1
452201,134,4.68,1
452202,35,7.52,1
452202,6,8.47,1
452202,30,8.47,1
452203,103,2.79,3
452203,170,2.13,2
452204,157,0.95,1
452204,130,9.41,1
452204,46,8.47,1
452205,142,2.6,1
452205,177,2.32,1
452205,115,3.55,1
452206,140,3.26,2
452206,54,6.58,1
452207,87,2.79,2
452207,33,7.52,3
452207,66,2.32,2
452208,4,9.89,2
452208,59,6.58,1
452208,144,0.47,1
452209,154,2.6,2
452209,131,7.99,3
452209,62,6.58,1
452210,15,9.41,2
452210,1,10.36,1
452210,71,5.44,1
452211,117,3.74,1
452211,80,5.16,1
452212,5,10.36,2
452212,111,2.6,3
452212,7,11.31,1
452213,124,4.21,3
452213,93,2.79,2
452213,39,7.52,1
452214,146,0.47,1
452214,58,6.1,2
452215,18,9.41,3
452215,104,0.95,1
